,Artist,Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments
12995,Konshens,Show Yourself,0.871,0.88,2.0,-1.725,0.296,0.106,0.0,0.0853,0.894,109.998,147545.0,5298195.0,31833.0,318.0
12996,Konshens,GYAL TIME AGAIN,0.822,0.747,11.0,-3.29,0.17,0.31,0.0,0.325,0.702,92.942,182400.0,1505156.0,30670.0,994.0
12997,Konshens,Succa Proof (feat. Konshens and J. Black),0.382,0.953,2.0,-2.501,0.355,0.0122,0.0,0.238,0.329,87.532,201800.0,13485.0,226.0,9.0
12998,Konshens,Simple Blessings,0.828,0.816,1.0,-4.566,0.164,0.0976,0.0,0.0884,0.567,99.669,177600.0,28263108.0,140733.0,2016.0
12999,Ramirez,The Boys Are Back In Town,0.853,0.701,8.0,-5.908,0.34,0.212,0.0,0.142,0.643,155.069,147907.0,13914142.0,198123.0,4018.0
13000,Ramirez,Grey Magic,0.837,0.651,6.0,-11.443,0.0601,0.0501,0.00173,0.101,0.36,155.004,142707.0,3944.0,114.0,14.0
13001,Ramirez,Grey Gods,0.793,0.665,2.0,-6.457,0.178,0.0265,1.67e-05,0.0796,0.433,159.98,192810.0,17556665.0,153774.0,3179.0
13002,Ramirez,The fo Five,0.712,0.922,10.0,-5.261,0.0677,0.218,2.54e-05,0.604,0.709,176.078,201818.0,12107432.0,197902.0,5785.0
13003,Ramirez,Sarcophagus II,0.798,0.799,0.0,-6.181,0.343,0.114,3.04e-06,0.14,0.287,164.971,185725.0,1248052.0,18097.0,51.0
13004,Ramirez,Sarcophagus III,0.756,0.741,1.0,-4.533,0.0618,0.00943,0.227,0.64,0.319,122.999,171781.0,16697114.0,123639.0,1970.0
13005,Ramirez,Hunnids,0.799,0.878,1.0,-6.204,0.0659,0.0998,0.203,0.148,0.578,162.01,134727.0,2431081.0,50445.0,1464.0
13006,Ramirez,Na Na Na Na Na (Caught Slippin),0.833,0.895,9.0,-4.764,0.204,0.0623,0.00031,0.317,0.77,93.99,153260.0,6703721.0,123456.0,3382.0
13007,Ramirez,Gold Thangs & Pinky Rangs (Da Hooptie),0.767,0.722,1.0,-7.043,0.0713,0.256,0.000944,0.0773,0.521,98.984,264242.0,3713063.0,43764.0,57.0
13008,Ramirez,The Mystical Warlock,0.808,0.867,8.0,-3.555,0.114,0.0527,0.0148,0.587,0.601,160.03,195000.0,4594552.0,71306.0,2133.0
13009,J. Cole,No Role Modelz,0.69,0.521,10.0,-8.492,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0,11724138.0,64875.0,1266.0
13010,J. Cole,Wet Dreamz,0.495,0.722,6.0,-8.108,0.357,0.0697,0.0,0.113,0.539,175.627,239267.0,205380048.0,1709888.0,39625.0
13012,J. Cole,She Knows (feat. Amber Coffman & Cults),0.766,0.74,1.0,-10.363,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520.0,195235887.0,1975954.0,39259.0
13013,J. Cole,Work Out,0.831,0.427,2.0,-6.903,0.106,0.0531,0.0,0.307,0.216,93.004,235320.0,73066304.0,656489.0,9916.0
13014,J. Cole,m y . l i f e (with 21 Savage & Morray),0.597,0.587,7.0,-7.026,0.137,0.0622,0.0,0.214,0.0753,140.021,218802.0,32762084.0,519380.0,20886.0
13015,J. Cole,Power Trip (feat. Miguel),0.667,0.608,1.0,-7.054,0.216,0.324,0.000198,0.426,0.475,99.992,241160.0,52301242.0,344000.0,8761.0
13016,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),0.861,0.656,4.0,-7.867,0.425,0.104,0.0,0.0986,0.331,88.967,218210.0,1784200.0,23880.0,564.0
13017,J. Cole,Love Yourz,0.677,0.638,8.0,-8.631,0.333,0.589,0.0,0.193,0.435,82.81,211497.0,32919424.0,380516.0,11275.0
13018,J. Cole,Kevin’s Heart,0.829,0.527,6.0,-6.644,0.367,0.482,0.0,0.631,0.475,116.079,200310.0,60015185.0,881269.0,30848.0
13019,J Balvin,LA CANCIÓN,0.754,0.646,7.0,-5.795,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573.0,625767664.0,2742951.0,52938.0
13020,J Balvin,No Me Conoce - Remix,0.804,0.787,10.0,-3.824,0.0746,0.14,0.0,0.0927,0.562,91.974,309120.0,1979058380.0,5920531.0,107534.0
13021,J Balvin,UN PESO,0.627,0.675,5.0,-7.125,0.213,0.125,0.0,0.0784,0.961,79.31,277107.0,100829261.0,532381.0,11979.0
13022,J Balvin,QUE PRETENDES,0.639,0.791,10.0,-4.443,0.253,0.0275,0.0,0.362,0.939,92.603,222347.0,366833956.0,2316392.0,38538.0
13023,J Balvin,I Like It,0.816,0.726,5.0,-3.998,0.129,0.099,0.0,0.372,0.65,136.048,253390.0,1524946021.0,10304827.0,315894.0
13024,J Balvin,AM Remix,0.743,0.655,6.0,-5.015,0.159,0.114,0.0,0.0764,0.785,172.031,261335.0,313903206.0,1988104.0,41949.0
13025,J Balvin,Una Locura,0.714,0.761,5.0,-4.596,0.0427,0.139,0.00035,0.241,0.906,168.022,230693.0,267296336.0,1166733.0,20060.0
13026,J Balvin,Baila Baila Baila - Remix,0.785,0.572,2.0,-7.504,0.123,0.0598,0.0,0.218,0.49,100.016,235284.0,245708602.0,1204348.0,21715.0
13027,J Balvin,Si Tu Novio Te Deja Sola,0.718,0.46,3.0,-9.498,0.0711,0.519,0.0,0.0981,0.52,121.927,243560.0,993985563.0,3578049.0,117121.0
13028,J Balvin,Con Altura,0.882,0.689,6.0,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,161627.0,2046548704.0,9268034.0,281013.0
13029,Katy Perry,Dark Horse,0.647,0.585,6.0,-6.123,0.0512,0.00314,0.0,0.165,0.353,131.934,215672.0,3442526730.0,16342399.0,794592.0
13030,Katy Perry,Unconditionally,0.432,0.725,7.0,-4.862,0.0431,0.00273,0.0,0.208,0.353,128.902,228879.0,652271151.0,3433059.0,107580.0
13031,Katy Perry,When I’m Gone (with Katy Perry),0.685,0.886,0.0,-4.179,0.034,0.028,0.0,0.481,0.615,125.034,161267.0,29668486.0,582383.0,69930.0
13032,Katy Perry,Roar,0.671,0.771,7.0,-4.821,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223546.0,3725748519.0,15864499.0,763366.0
13033,Katy Perry,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",0.893,0.745,11.0,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413.0,673497801.0,4097989.0,105475.0
13034,Katy Perry,The One That Got Away,0.691,0.795,1.0,-4.021,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333.0,953056719.0,4500259.0,225804.0
13035,Katy Perry,Harleys In Hawaii,0.721,0.751,10.0,-6.203,0.125,0.162,6.59e-06,0.118,0.738,140.095,185481.0,108154748.0,1966195.0,69129.0
13036,Katy Perry,Last Friday Night (T.G.I.F.),0.652,0.812,3.0,-3.797,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,230733.0,1454602433.0,6701586.0,425561.0
13037,Katy Perry,Firework,0.638,0.832,8.0,-5.039,0.049,0.141,0.0,0.113,0.648,124.071,227893.0,1406704456.0,6231519.0,445941.0
13038,Katy Perry,California Gurls,0.788,0.753,0.0,-3.71,0.0536,0.0038,0.0,0.18,0.403,125.005,234653.0,674401032.0,3347202.0,145889.0
13039,OneRepublic,I Ain't Worried,0.704,0.797,0.0,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486.0,127721256.0,1594144.0,19373.0
13040,OneRepublic,Counting Stars,0.664,0.705,1.0,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,3721610307.0,16558621.0,475191.0
13041,OneRepublic,Sunshine,0.697,0.875,5.0,-4.621,0.034,0.137,0.0,0.28,0.774,140.069,163855.0,5053767.0,79834.0,1450.0
13042,OneRepublic,Secrets,0.516,0.764,2.0,-6.223,0.0366,0.0717,0.0,0.115,0.376,148.021,224693.0,261189040.0,1782356.0,53789.0
13043,OneRepublic,Someday,0.576,0.679,0.0,-7.237,0.034,0.0311,0.0,0.323,0.213,121.005,187889.0,27851879.0,294495.0,5127.0
13044,OneRepublic,Run,0.682,0.72,11.0,-8.176,0.0382,0.321,0.0,0.205,0.649,116.988,168260.0,42503345.0,462548.0,8428.0
13045,OneRepublic,West Coast,0.685,0.699,6.0,-7.803,0.0349,0.317,0.0,0.0895,0.884,134.057,192948.0,12343624.0,164863.0,3091.0
13046,OneRepublic,Apologize,0.593,0.74,8.0,-6.12,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107.0,527266135.0,3703947.0,90201.0
13047,OneRepublic,Lose Somebody,0.58,0.586,1.0,-6.883,0.0357,0.344,0.0,0.0755,0.507,147.988,199549.0,15496624.0,235181.0,4983.0
13048,OneRepublic,Good Life,0.634,0.69,6.0,-7.804,0.052,0.0771,0.0,0.132,0.645,94.988,253307.0,203647257.0,1031768.0,49024.0
13049,Tyga,Chosen (feat. Ty Dolla $ign),0.571,0.767,2.0,-5.16,0.287,0.336,0.0,0.0809,0.605,93.421,161684.0,77829280.0,740669.0,9071.0
13050,Tyga,Loco Contigo (feat. J. Balvin & Tyga),0.694,0.758,11.0,-2.986,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195.0,447678909.0,4671470.0,65561.0
13051,Tyga,Freaky Deaky,0.799,0.653,2.0,-5.453,0.037,0.019,0.0,0.0935,0.236,104.019,215281.0,61229867.0,829184.0,17385.0
13052,Tyga,Sunshine,0.746,0.647,7.0,-6.673,0.106,0.0267,0.0,0.052,0.393,97.989,188964.0,22265894.0,481674.0,11434.0
13053,Tyga,Ice Cream Man,0.902,0.67,10.0,-4.074,0.19,0.167,0.0,0.107,0.39,144.07,186672.0,37312620.0,416548.0,9914.0
13054,Tyga,Taste (feat. Offset),0.866,0.613,0.0,-6.385,0.151,0.0293,0.0,0.104,0.359,98.001,229210.0,1404098315.0,7268318.0,133661.0
13055,Tyga,Ayo,0.823,0.563,6.0,-5.095,0.0443,0.0399,0.0,0.0851,0.682,98.031,225227.0,335979832.0,2269460.0,49881.0
13056,Tyga,Juicy,0.785,0.652,0.0,-2.607,0.0668,0.102,0.0,0.0697,0.484,170.024,203093.0,306342231.0,3000646.0,103381.0
13057,Tyga,Nasty,0.581,0.512,2.0,-8.126,0.285,0.148,0.0,0.111,0.685,104.196,207692.0,9108653.0,113376.0,3545.0
13058,Tyga,Lift Me Up,0.913,0.534,9.0,-6.048,0.0571,0.0163,0.000875,0.269,0.312,107.054,168224.0,15391141.0,206342.0,3513.0
13069,Jason Derulo,Acapulco,0.774,0.792,10.0,-4.021,0.0523,0.051,0.0,0.155,0.507,122.062,139672.0,49697188.0,537687.0,9637.0
13070,Jason Derulo,Take You Dancing,0.789,0.711,2.0,-4.248,0.041,0.0332,0.0,0.0876,0.753,112.985,190306.0,118811175.0,1010831.0,21273.0
13071,Jason Derulo,Savage Love (Laxed - Siren Beat),0.767,0.481,0.0,-8.52,0.0803,0.234,0.0,0.269,0.761,150.076,171375.0,11102624.0,161027.0,5082.0
13072,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.696,0.817,1.0,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,216409.0,1720801216.0,9621385.0,253175.0
13073,Jason Derulo,Want to Want Me,0.775,0.68,0.0,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025,207719.0,442303756.0,2039670.0,33930.0
13074,Jason Derulo,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0.792,0.895,1.0,-3.112,0.0587,0.165,0.0,0.0501,0.793,94.968,201526.0,787089410.0,4782112.0,118961.0
13075,Jason Derulo,Never Let You Go,0.607,0.825,7.0,-4.451,0.0447,0.0519,1.05e-06,0.081,0.467,126.956,178810.0,20453534.0,225697.0,14598.0
13076,Jason Derulo,Savage Love (Laxed – Siren Beat) [BTS Remix],0.758,0.598,0.0,-5.695,0.0868,0.16,0.0,0.295,0.658,149.836,184905.0,213605388.0,6867468.0,428959.0
13077,Jason Derulo,Jalebi Baby (Tesher x Jason Derulo),0.691,0.829,0.0,-7.179,0.0412,0.0289,0.0,0.254,0.866,93.059,169154.0,284339012.0,3936763.0,76513.0
13078,Jason Derulo,Whatcha Say,0.615,0.711,11.0,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036,221253.0,326325053.0,2180476.0,136763.0
13079,Big Sean,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",0.893,0.745,11.0,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413.0,673497844.0,4097990.0,105475.0
13080,Big Sean,Wolves (feat. Post Malone),0.724,0.675,2.0,-5.267,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758.0,17749451.0,407422.0,9715.0
13081,Big Sean,I Don't Fuck With You,0.824,0.733,1.0,-5.474,0.0613,0.0362,0.0,0.325,0.395,97.972,284387.0,382303374.0,3293569.0,102947.0
13083,Big Sean,Beware,0.7,0.554,1.0,-5.909,0.187,0.219,1.36e-06,0.419,0.0633,97.127,235187.0,100665935.0,864054.0,26191.0
13084,Big Sean,Bounce Back,0.78,0.575,1.0,-5.628,0.139,0.106,0.0,0.129,0.273,81.502,222360.0,187756219.0,1446074.0,33404.0
13085,Big Sean,Easy Lover (feat. Big Sean),0.675,0.817,5.0,-3.789,0.0497,0.00711,0.0,0.0839,0.446,105.964,215938.0,10673418.0,109700.0,3636.0
13086,Big Sean,Champions,0.692,0.774,6.0,-2.48,0.0876,0.0623,0.0,0.873,0.349,134.952,334253.0,560693.0,8031.0,286.0
13087,Big Sean,Clique,0.66,0.539,9.0,-5.947,0.324,0.0534,0.0,0.222,0.307,109.318,293613.0,70659.0,944.0,33.0
13088,Big Sean,Blessings,0.79,0.621,1.0,-7.634,0.275,0.333,0.0,0.122,0.15,118.895,252040.0,278871629.0,1682365.0,44851.0
13089,Julión Álvarez y su Norteño Banda,Fuentes De Ortiz,0.825,0.481,10.0,-6.404,0.0372,0.392,0.0,0.0971,0.961,119.985,213333.0,27822141.0,138023.0,1188.0
13090,Julión Álvarez y su Norteño Banda,Que Te Vaya Bien,0.667,0.467,7.0,-5.906,0.0276,0.237,0.0,0.271,0.406,97.99,151387.0,11263387.0,95634.0,738.0
13091,Julión Álvarez y su Norteño Banda,Ojos Verdes,0.787,0.469,5.0,-5.503,0.039,0.653,0.0,0.0612,0.923,106.995,237080.0,13532980.0,67951.0,37.0
13092,Julión Álvarez y su Norteño Banda,Pongámonos De Acuerdo,0.758,0.525,8.0,-5.913,0.0611,0.43,0.0,0.0747,0.976,97.465,161907.0,421850.0,3299.0,30.0
13093,Julión Álvarez y su Norteño Banda,Te Hubieras Ido Antes,0.723,0.476,3.0,-5.692,0.0474,0.653,0.0,0.059,0.966,149.971,191413.0,25993358.0,111714.0,602.0
13094,Julión Álvarez y su Norteño Banda,Ni Diablo Ni Santo,0.833,0.608,5.0,-4.804,0.0824,0.439,0.0,0.296,0.965,120.01,155600.0,13564164.0,70342.0,27.0
13095,Julión Álvarez y su Norteño Banda,Aquí Algo Cambió,0.554,0.51,3.0,-6.124,0.0677,0.432,0.0,0.154,0.943,207.323,165933.0,2190586.0,43111.0,639.0
13096,Julión Álvarez y su Norteño Banda,Y Tú - Ranchera,0.717,0.658,10.0,-4.923,0.0303,0.545,1.82e-06,0.112,0.959,122.982,171267.0,1369811.0,10331.0,89.0
13097,Julión Álvarez y su Norteño Banda,Terrenal,0.581,0.43,4.0,-4.817,0.0333,0.7,0.0,0.12,0.609,81.969,237640.0,1156160.0,6443.0,58.0
13098,Julión Álvarez y su Norteño Banda,Y Me Da Vergüenza,0.796,0.561,3.0,-6.658,0.0321,0.611,0.000282,0.0659,0.961,107.943,182480.0,111665.0,726.0,4.0
13099,Chris Stapleton,Tennessee Whiskey,0.392,0.37,9.0,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293.0,671203125.0,3204752.0,92614.0
13100,Chris Stapleton,You Should Probably Leave,0.602,0.477,9.0,-8.425,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493.0,2121913.0,12154.0,571.0
13101,Chris Stapleton,Broken Halos,0.613,0.564,8.0,-7.085,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907.0,91984322.0,410144.0,7061.0
13102,Chris Stapleton,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),0.391,0.715,0.0,-4.516,0.0495,0.167,0.0,0.183,0.473,149.654,285107.0,49268729.0,1573675.0,46841.0
13103,Chris Stapleton,Starting Over,0.638,0.538,10.0,-8.445,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413.0,79872761.0,375355.0,11052.0
13104,Chris Stapleton,Parachute,0.642,0.762,6.0,-7.411,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200.0,22301163.0,83206.0,1592.0
13105,Chris Stapleton,Millionaire,0.616,0.474,10.0,-9.608,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133.0,81416248.0,291103.0,4576.0
13106,Chris Stapleton,Joy Of My Life,0.63,0.485,3.0,-8.955,0.0299,0.223,0.0535,0.103,0.398,149.23,274520.0,11508697.0,54962.0,1221.0
13107,Chris Stapleton,Fire Away,0.559,0.301,9.0,-9.066,0.0297,0.055,0.00979,0.101,0.177,116.123,244333.0,126927358.0,526302.0,13417.0
13108,Chris Stapleton,Traveller,0.543,0.75,2.0,-7.071,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413.0,33143724.0,111485.0,2527.0
13109,Five Finger Death Punch,A Little Bit Off,0.664,0.828,0.0,-6.053,0.0404,0.00839,0.0,0.294,0.82,103.985,190718.0,47672980.0,427426.0,11175.0
13110,Five Finger Death Punch,Bad Company,0.558,0.886,11.0,-4.196,0.0482,0.000595,9.91e-05,0.0904,0.171,114.041,262440.0,163598339.0,804084.0,24037.0
13111,Five Finger Death Punch,Welcome To The Circus,0.489,0.987,11.0,-4.57,0.0806,7.62e-05,0.0,0.788,0.297,139.982,256742.0,3476252.0,51043.0,866.0
13112,Five Finger Death Punch,Jekyll and Hyde,0.544,0.96,3.0,-4.681,0.106,0.00058,1.99e-05,0.0531,0.718,154.966,206903.0,112680734.0,621085.0,17619.0
13113,Five Finger Death Punch,Times Like These,0.437,0.935,8.0,-4.278,0.0675,0.0102,0.0,0.135,0.593,73.722,209976.0,2693925.0,44575.0,1159.0
13114,Five Finger Death Punch,Wrong Side of Heaven,0.482,0.926,4.0,-5.123,0.0666,0.00685,0.0,0.288,0.529,150.014,271000.0,385748680.0,2483741.0,110267.0
13115,Five Finger Death Punch,The End,0.499,0.914,11.0,-4.748,0.0566,0.00106,0.0,0.13,0.345,80.049,223200.0,2929.0,226.0,2.0
13116,Five Finger Death Punch,Wash It All Away,0.486,0.984,4.0,-3.619,0.0717,2.26e-05,0.0,0.28,0.277,123.64,225706.0,289324974.0,1045460.0,24980.0
13117,Five Finger Death Punch,Living The Dream,0.416,0.988,0.0,-3.466,0.113,0.000839,0.0,0.137,0.47,174.995,214543.0,6725700.0,152789.0,27898.0
13118,Five Finger Death Punch,AfterLife,0.472,0.989,6.0,-4.214,0.0597,0.000655,4.87e-06,0.341,0.327,93.985,243561.0,5914889.0,94209.0,1765.0
13119,Bon Iver,exile (feat. Bon Iver),0.298,0.38,6.0,-8.426,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634.0,84939749.0,1081777.0,42209.0
13120,Bon Iver,Rosyln,0.329,0.277,10.0,-13.111,0.0302,0.971,0.024,0.0971,0.121,159.719,289560.0,6856.0,297.0,13.0
13121,Bon Iver,Beach Baby,0.669,0.0809,0.0,-17.282,0.0365,0.983,0.41,0.114,0.0922,114.355,160093.0,916609.0,18682.0,316.0
13122,Bon Iver,Skinny Love,0.592,0.263,4.0,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366,238520.0,7388652.0,47202.0,1831.0
13123,Bon Iver,Holocene,0.374,0.304,1.0,-14.52,0.0302,0.943,0.298,0.126,0.147,147.969,336613.0,103456549.0,510826.0,33265.0
13124,Bon Iver,evermore (feat. Bon Iver),0.395,0.27,1.0,-10.672,0.0309,0.937,0.00249,0.111,0.314,120.94,304107.0,28438.0,263.0,8.0
13125,Bon Iver,Blood Bank,0.493,0.372,7.0,-11.889,0.0331,0.964,0.0308,0.117,0.25,116.86,285160.0,1446573.0,19970.0,487.0
13126,Bon Iver,Wash.,0.31,0.146,0.0,-19.278,0.0303,0.99,0.261,0.076,0.333,162.831,298587.0,5705489.0,48823.0,1026.0
13127,Bon Iver,Flume,0.448,0.143,11.0,-17.012,0.0328,0.929,0.0356,0.109,0.0873,132.829,219000.0,51564.0,450.0,15.0
13128,Bon Iver,Re: Stacks,0.676,0.0812,2.0,-22.846,0.0398,0.979,0.416,0.118,0.314,125.075,401413.0,5435974.0,30369.0,1357.0
13129,Meek Mill,Going Bad (feat. Drake),0.889,0.496,4.0,-6.365,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0,165661827.0,1753208.0,48182.0
13130,Meek Mill,Dreams and Nightmares,0.631,0.774,11.0,-2.459,0.3,0.468,0.0,0.281,0.44,79.745,230693.0,90243072.0,705839.0,21479.0
13131,Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",0.723,0.732,11.0,-5.514,0.0864,0.11,0.0,0.484,0.503,104.991,199747.0,14272858.0,175218.0,3211.0
13132,Meek Mill,R.I.C.O. (feat. Drake),0.727,0.599,1.0,-6.941,0.327,0.317,0.0,0.219,0.386,167.909,197133.0,131646725.0,791063.0,28338.0
13133,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),0.589,0.658,11.0,-5.288,0.203,0.0242,0.0,0.118,0.251,77.521,223973.0,477015330.0,2009564.0,65407.0
13134,Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),0.681,0.63,1.0,-5.585,0.0385,0.00383,0.0,0.139,0.183,151.951,161053.0,46652381.0,493579.0,14071.0
13135,Meek Mill,Blue Notes,0.515,0.431,4.0,-8.251,0.257,0.665,0.0,0.147,0.184,141.392,227809.0,48117884.0,340539.0,8517.0
13136,Meek Mill,Ima Boss (feat. Rick Ross),0.37,0.87,5.0,-2.09,0.271,0.0415,0.0,0.604,0.331,79.092,250240.0,116573585.0,597026.0,27477.0
13137,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),0.734,0.493,0.0,-7.528,0.308,0.0467,0.0,0.0477,0.562,86.043,233750.0,93263162.0,632113.0,9087.0
13138,Meek Mill,Litty (feat. Tory Lanez),0.592,0.701,10.0,-4.014,0.0858,0.0451,0.0,0.327,0.282,129.501,280615.0,34723919.0,294856.0,8302.0
13139,Armaan Malik,Pehla Pyaar,0.607,0.713,4.0,-5.105,0.03,0.56,4.98e-05,0.101,0.611,124.868,272533.0,70407364.0,677200.0,9518.0
13140,Armaan Malik,Sun Maahi,0.323,0.608,7.0,-9.166,0.162,0.378,0.000254,0.114,0.186,177.179,169404.0,20375640.0,139839.0,41756.0
13141,Armaan Malik,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",0.299,0.447,3.0,-7.862,0.0383,0.858,0.000314,0.097,0.321,121.723,174039.0,207396949.0,1571994.0,35646.0
13142,Armaan Malik,Tu / You,0.717,0.471,9.0,-7.971,0.0348,0.792,1.24e-06,0.327,0.426,110.026,142511.0,28106384.0,266825.0,54308.0
13143,Armaan Malik,Main Rahoon Ya Na Rahoon,0.55,0.488,6.0,-8.059,0.0284,0.718,0.000118,0.126,0.301,136.025,309458.0,343733875.0,2504468.0,72222.0
13144,Armaan Malik,Kaun Tujhe (Armaan Malik Version),0.492,0.411,2.0,-9.616,0.03,0.749,1.04e-06,0.191,0.187,107.939,160485.0,12335129.0,182645.0,4894.0
13145,Armaan Malik,Sau Aasmaan,0.63,0.729,6.0,-4.93,0.0287,0.123,8e-06,0.0786,0.44,127.919,234737.0,111024285.0,607284.0,11477.0
13146,Armaan Malik,Naina,0.495,0.556,3.0,-7.49,0.041,0.638,0.0,0.123,0.366,159.996,225569.0,44000799.0,335129.0,3498.0
13147,Armaan Malik,Buttabomma - Telugu,0.666,0.644,11.0,-8.964,0.145,0.753,0.000262,0.124,0.89,115.1,198783.0,815259705.0,5271260.0,316780.0
13149,Mother Mother,Verbatim,0.827,0.58,7.0,-6.809,0.327,0.309,0.0,0.148,0.492,78.011,168320.0,153156.0,6572.0,174.0
13150,Mother Mother,Hayloft,0.527,0.922,9.0,-2.666,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680.0,2633223.0,179245.0,2115.0
13151,Mother Mother,Hayloft II,0.326,0.866,9.0,-4.541,0.101,0.0044,7.37e-06,0.0912,0.172,178.181,215040.0,10292911.0,372779.0,5438.0
13152,Mother Mother,Burning Pile,0.516,0.755,5.0,-3.724,0.0383,0.0633,0.00103,0.107,0.165,140.099,262173.0,180704.0,10480.0,277.0
13153,Mother Mother,Arms Tonite,0.687,0.646,4.0,-3.841,0.039,0.0973,0.000593,0.161,0.323,139.978,216667.0,9971768.0,181032.0,5305.0
13154,Mother Mother,Oh Ana,0.512,0.525,5.0,-7.152,0.0429,0.672,1.66e-05,0.112,0.337,128.054,197080.0,7617817.0,128141.0,3745.0
13155,Mother Mother,Problems,0.629,0.85,1.0,-3.653,0.0261,0.00802,0.0284,0.155,0.526,104.033,207533.0,4853195.0,92280.0,1621.0
13156,Mother Mother,Body,0.596,0.633,10.0,-3.602,0.0594,0.131,0.0,0.343,0.473,148.09,213573.0,18615363.0,282759.0,10038.0
13157,Mother Mother,Wrecking Ball,0.664,0.797,7.0,-4.473,0.0362,0.194,0.0,0.337,0.284,97.004,194320.0,126783.0,5265.0,147.0
13158,Mother Mother,Ghosting,0.606,0.618,11.0,-5.1,0.0258,0.325,0.0019,0.108,0.237,92.061,285987.0,7578.0,576.0,38.0
13159,benny blanco,Bad Decisions (with BTS & Snoop Dogg),0.762,0.861,0.0,-3.296,0.0955,0.0185,0.0,0.264,0.955,120.048,172714.0,48726477.0,2843124.0,200546.0
13160,benny blanco,Eastside (with Halsey & Khalid),0.632,0.686,6.0,-7.665,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,632403061.0,2781145.0,34795.0
13161,benny blanco,Lonely (with benny blanco),0.619,0.241,11.0,-7.102,0.046,0.9,0.0,0.116,0.0719,79.461,149190.0,161000882.0,4215843.0,160635.0
13162,benny blanco,Graduation (with Juice WRLD),0.728,0.643,0.0,-5.353,0.248,0.109,0.0,0.123,0.62,155.009,176213.0,57322626.0,1067632.0,53303.0
13163,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),0.612,0.601,8.0,-7.089,0.164,0.168,0.0,0.117,0.525,147.018,223543.0,11024403.0,139220.0,5225.0
13164,benny blanco,Real Shit (with benny blanco),0.703,0.703,1.0,-4.672,0.133,0.605,0.0,0.12,0.697,76.017,183783.0,10028453.0,382011.0,54559.0
13165,benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",0.541,0.468,10.0,-4.039,0.362,0.404,3.65e-06,0.358,0.69,95.266,158027.0,238005242.0,2516664.0,60135.0
13167,benny blanco,You (with Marshmello & Vance Joy),0.667,0.572,11.0,-6.416,0.041,0.054,2.01e-06,0.109,0.272,103.077,169094.0,3814916.0,71937.0,2133.0
13168,benny blanco,Eastside (with Halsey & Khalid) - Acoustic,0.689,0.491,9.0,-6.042,0.0317,0.711,0.0,0.172,0.868,90.011,173005.0,632403061.0,2781145.0,34795.0
13169,Carlos Rivera,Color Esperanza 2020,0.591,0.785,9.0,-7.768,0.161,0.161,0.0,0.126,0.785,106.002,217547.0,24706327.0,557111.0,17598.0
