,Artist,Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments
17301,Luke Combs,She Got the Best of Me,0.533,0.907,11.0,-3.793,0.0406,0.0292,0.0,0.386,0.7,150.99,183160.0,182302588.0,616262.0,10272.0
17302,Luke Combs,Hurricane,0.464,0.813,10.0,-6.185,0.0416,0.0153,0.0,0.254,0.515,75.977,222533.0,307874300.0,935087.0,14683.0
17304,Luke Combs,One Number Away,0.544,0.781,6.0,-6.16,0.0311,0.00585,0.0,0.191,0.527,144.075,221800.0,133968888.0,508352.0,9392.0
17305,Sech,En La De Ella,0.816,0.77,1.0,-5.477,0.0538,0.0798,0.0,0.118,0.671,96.99,230653.0,22030135.0,296036.0,7576.0
17306,Sech,Volando - Remix,0.659,0.688,6.0,-4.649,0.0673,0.207,0.0,0.113,0.632,153.979,273474.0,2863325.0,23315.0,217.0
17307,Sech,TUS LÁGRIMAS,0.683,0.714,1.0,-4.898,0.252,0.181,1e-06,0.111,0.448,173.963,174483.0,82052943.0,494127.0,3496.0
17308,Sech,5 Estrellas,0.66,0.76,9.0,-4.04,0.436,0.105,0.0,0.0582,0.799,177.854,191095.0,12827541.0,96105.0,1421.0
17309,Sech,Desde Mis Ojos - Remix,0.673,0.56,1.0,-5.191,0.182,0.677,0.0,0.293,0.656,93.978,223564.0,86472783.0,671951.0,10439.0
17310,Sech,Foto En Panty,0.823,0.892,4.0,-5.306,0.119,0.176,0.0,0.495,0.785,100.05,174947.0,1914119.0,33869.0,497.0
17311,Sech,Relación - Remix,0.793,0.771,5.0,-3.417,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308.0,384895044.0,3024394.0,103181.0
17312,Sech,Quizas,0.727,0.815,3.0,-2.454,0.153,0.0258,0.0,0.231,0.677,176.075,216067.0,201827915.0,1369266.0,15061.0
17313,Sech,911 (Remix),0.816,0.71,7.0,-3.728,0.0398,0.165,0.0,0.292,0.784,93.02,208631.0,94546778.0,779547.0,11445.0
17314,Sech,Otro Trago - Remix,0.725,0.79,0.0,-2.331,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773.0,35896.0,636.0,10.0
17315,Brent Faiyaz,ALL MINE,0.617,0.378,9.0,-8.54,0.0315,0.428,9.16e-05,0.11,0.22,141.967,216063.0,11101176.0,98922.0,1385.0
17316,Brent Faiyaz,Clouded,0.583,0.344,2.0,-8.765,0.0559,0.774,0.0,0.143,0.581,65.203,110129.0,28258328.0,234573.0,2246.0
17317,Brent Faiyaz,Trust,0.764,0.394,8.0,-8.559,0.152,0.231,9.37e-05,0.117,0.465,92.009,158421.0,17134503.0,236567.0,3597.0
17318,Brent Faiyaz,Poison,0.689,0.394,2.0,-10.102,0.065,0.711,0.000905,0.0859,0.382,117.489,212992.0,1219216.0,32438.0,742.0
17319,Brent Faiyaz,lost souls (with Brent Faiyaz),0.649,0.347,1.0,-7.67,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728.0,10975246.0,199958.0,2909.0
17320,Brent Faiyaz,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),0.468,0.652,0.0,-4.912,0.0722,0.333,0.000318,0.55,0.39,140.223,588139.0,16424553.0,300608.0,9201.0
17321,Brent Faiyaz,Been Away,0.602,0.5,8.0,-9.377,0.298,0.477,5.69e-05,0.295,0.395,132.798,223630.0,15783504.0,139501.0,2449.0
17322,Brent Faiyaz,Rehab (Winter In Paris),0.549,0.242,5.0,-11.692,0.038,0.809,8.1e-05,0.127,0.286,144.211,180304.0,74523272.0,515155.0,8128.0
17323,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",0.541,0.619,1.0,-8.746,0.254,0.167,0.00633,0.144,0.491,163.908,214693.0,15735219.0,223811.0,6857.0
17326,Kodak Black,ZEZE (feat. Travis Scott & Offset),0.861,0.603,8.0,-5.788,0.176,0.0521,0.0,0.0924,0.504,98.043,228760.0,88609694.0,1129072.0,48905.0
17327,Kodak Black,Wake Up in the Sky,0.8,0.578,4.0,-5.144,0.0485,0.00381,0.0,0.367,0.367,143.01,203161.0,508273456.0,4799878.0,102110.0
17328,Kodak Black,Super Gremlin,0.825,0.414,2.0,-6.634,0.144,0.00265,0.0,0.357,0.106,72.993,200548.0,249668139.0,1803734.0,48640.0
17329,Kodak Black,King Snipe,0.818,0.526,1.0,-8.078,0.277,0.0103,0.0,0.146,0.531,125.061,214594.0,4314218.0,127863.0,4795.0
17330,Kodak Black,Water (Drowning Pt. 2) [feat. Kodak Black],0.855,0.603,0.0,-5.488,0.284,0.0392,0.0,0.105,0.494,129.976,206769.0,2074682.0,46340.0,1587.0
17331,Kodak Black,No Flockin',0.943,0.595,5.0,-8.372,0.191,0.0673,0.0,0.0839,0.815,117.532,165291.0,276792022.0,1681187.0,66222.0
17332,Kodak Black,Silent Hill,0.907,0.577,1.0,-6.737,0.0767,0.438,3.19e-05,0.137,0.801,140.07,220779.0,820090.0,10750.0,350.0
17333,Kodak Black,Transportin',0.804,0.66,10.0,-4.86,0.0726,0.0319,0.0,0.103,0.257,94.053,169345.0,214825431.0,1422254.0,48615.0
17334,Kodak Black,Love & War,0.762,0.649,11.0,-5.624,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,239146.0,3114632.0,75251.0,3148.0
17335,Marília Mendonça,Leão,0.743,0.865,6.0,-3.897,0.0315,0.449,3.05e-06,0.297,0.794,129.999,166775.0,66230910.0,723675.0,15277.0
17336,Marília Mendonça,Te Amo Demais,0.713,0.625,0.0,-3.473,0.0268,0.573,0.0,0.11,0.687,114.023,205685.0,70458538.0,958386.0,31425.0
17337,Marília Mendonça,Mal Feito - Ao Vivo,0.732,0.831,0.0,-3.791,0.0691,0.554,0.0,0.903,0.684,123.942,177935.0,238619136.0,1071390.0,19486.0
17338,Marília Mendonça,Vai Lá Em Casa Hoje,0.456,0.84,8.0,-3.637,0.283,0.519,0.0,0.96,0.589,157.612,191524.0,232968646.0,997247.0,11005.0
17339,Marília Mendonça,Esqueça-Me Se For Capaz,0.799,0.685,6.0,-5.366,0.0725,0.276,0.0,0.13,0.623,122.013,169059.0,168395938.0,2078878.0,44120.0
17340,Marília Mendonça,Troca de Calçada,0.659,0.689,1.0,-4.984,0.0319,0.539,0.0,0.147,0.701,99.967,203158.0,232695834.0,1671455.0,34806.0
17341,Marília Mendonça,Presepada,0.606,0.733,9.0,-4.46,0.175,0.368,0.0,0.144,0.672,166.199,196210.0,228995010.0,1491117.0,19125.0
17342,Marília Mendonça,Graveto - Ao Vivo,0.714,0.632,9.0,-5.1,0.0312,0.292,0.0,0.812,0.402,93.052,170877.0,365525594.0,1822883.0,32813.0
17343,Marília Mendonça,Insônia - Ao Vivo,0.601,0.667,11.0,-6.311,0.0696,0.76,0.0,0.406,0.632,147.904,181158.0,35440891.0,278704.0,6263.0
17344,Marília Mendonça,Não Sei o Que Lá,0.643,0.699,4.0,-5.458,0.112,0.266,0.0,0.116,0.636,115.947,169586.0,120775309.0,702615.0,9237.0
17345,Kali Uchis,Melting,0.574,0.479,8.0,-7.776,0.0355,0.179,0.0803,0.106,0.303,115.263,208854.0,1306657.0,72179.0,2125.0
17346,Kali Uchis,telepatía,0.653,0.524,11.0,-9.016,0.0502,0.112,0.0,0.203,0.553,83.97,160191.0,93268063.0,1703896.0,56586.0
17347,Kali Uchis,I Wish you Roses,0.467,0.624,10.0,-8.511,0.0508,0.143,0.000899,0.145,0.31,141.889,225947.0,2360438.0,128317.0,4750.0
17348,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",0.702,0.659,4.0,-6.766,0.13,0.301,0.00201,0.218,0.843,79.64,207455.0,113185588.0,1473205.0,23468.0
17349,Kali Uchis,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),0.87,0.523,1.0,-8.052,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764.0,16427289.0,377514.0,3801.0
17350,Kali Uchis,Dead To Me,0.675,0.761,4.0,-4.469,0.0466,0.432,0.0,0.102,0.428,119.001,199506.0,16752049.0,318843.0,7851.0
17351,Kali Uchis,Your Teeth In My Neck,0.853,0.604,3.0,-5.794,0.0511,0.0696,1.65e-06,0.135,0.86,116.0,186181.0,422221.0,13415.0,233.0
17352,Kali Uchis,Drugs N Hella Melodies (feat. Kali Uchis),0.56,0.707,1.0,-6.863,0.07,0.264,0.000268,0.108,0.341,147.0,198058.0,19221353.0,390049.0,7678.0
17353,Kali Uchis,NO HAY LEY,0.713,0.617,9.0,-6.247,0.0372,0.077,0.0,0.354,0.416,122.036,157000.0,5216184.0,109967.0,3562.0
17354,Kali Uchis,Just A Stranger (feat. Steve Lacy),0.745,0.672,9.0,-5.738,0.0346,0.127,0.0,0.103,0.641,108.031,177697.0,7721164.0,173998.0,4809.0
17355,Chase Atlantic,Swim,0.666,0.542,8.0,-6.429,0.0392,0.27,0.0,0.0765,0.0771,120.134,228787.0,49264315.0,923235.0,13467.0
17356,Chase Atlantic,Friends,0.422,0.609,11.0,-6.361,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34,230011.0,28800465.0,334977.0,4037.0
17357,Chase Atlantic,Consume (feat. Goon Des Garcons),0.556,0.714,9.0,-5.322,0.158,0.07,0.0,0.261,0.434,146.113,267920.0,7234950.0,111309.0,1265.0
17358,Chase Atlantic,Into It,0.518,0.572,10.0,-6.706,0.0416,0.0503,2.41e-05,0.129,0.291,130.053,196767.0,14573748.0,283022.0,3790.0
17359,Chase Atlantic,Slow Down,0.477,0.788,10.0,-4.46,0.0362,0.0183,1.78e-06,0.294,0.255,129.967,212093.0,17878437.0,257169.0,4062.0
17360,Chase Atlantic,Right Here,0.351,0.587,6.0,-6.413,0.0413,0.00516,1.87e-05,0.121,0.221,159.881,235000.0,6361049.0,123892.0,1792.0
17361,Chase Atlantic,Moonlight,0.439,0.587,11.0,-5.943,0.0402,0.00269,0.0,0.0977,0.128,134.785,252000.0,437.0,30.0,7.0
17362,Chase Atlantic,Meddle About,0.239,0.804,4.0,-5.796,0.0585,0.00444,0.00814,0.309,0.37,77.795,204191.0,3569623.0,60640.0,640.0
17363,Chase Atlantic,Church,0.556,0.824,5.0,-4.539,0.0548,0.0109,0.0,0.112,0.292,112.99,220000.0,5752774.0,132023.0,2241.0
17364,Chase Atlantic,Okay,0.614,0.815,0.0,-6.784,0.131,0.112,0.0,0.121,0.431,130.049,212307.0,4962244.0,135670.0,2400.0
17365,League of Legends,Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,11.0,-4.424,0.266,0.237,0.0,0.434,0.555,77.011,173381.0,296319152.0,5229675.0,55516.0
17366,League of Legends,Legends Never Die,0.498,0.598,4.0,-6.638,0.0377,0.00786,0.0,0.111,0.0573,140.078,235000.0,230822219.0,2874472.0,77391.0
17367,League of Legends,Enemy - From the series Arcane League of Legends,0.722,0.745,7.0,-4.164,0.256,0.247,0.0,0.419,0.52,77.029,173381.0,215023642.0,3094386.0,36654.0
17368,League of Legends,RISE,0.459,0.663,8.0,-5.939,0.1,0.0169,0.0,0.0621,0.412,176.791,192881.0,331372270.0,2965042.0,95968.0
17369,League of Legends,Everything Goes On,0.55,0.648,7.0,-6.542,0.0309,0.0191,0.0,0.0999,0.323,156.957,202821.0,15790594.0,465670.0,16260.0
17370,League of Legends,Warriors,0.14,0.478,1.0,-10.145,0.0484,0.1,0.000112,0.105,0.0412,185.121,204587.0,142294504.0,2808078.0,120273.0
17371,League of Legends,Fire To The Fuse,0.477,0.721,1.0,-5.458,0.0691,0.0388,1.05e-06,0.0638,0.231,173.92,226207.0,2440834.0,115051.0,4136.0
17372,League of Legends,Phoenix,0.42,0.723,10.0,-6.86,0.175,0.0638,1.17e-05,0.123,0.288,167.806,197634.0,131436302.0,1286377.0,48239.0
17373,League of Legends,Legends Never Die - (Remix),0.404,0.81,9.0,-4.033,0.189,0.164,0.0,0.504,0.34,154.918,167173.0,26222045.0,424838.0,15243.0
17374,League of Legends,Playground (from the series Arcane League of Legends),0.514,0.703,8.0,-6.859,0.0298,0.0107,7.62e-05,0.13,0.356,157.399,230526.0,11023247.0,152793.0,1881.0
17375,Sfera Ebbasta,Cookies N' Cream (feat. ANNA & Sfera Ebbasta),0.572,0.66,9.0,-5.375,0.244,0.37,0.0,0.323,0.581,123.691,201845.0,5168742.0,90214.0,2477.0
17376,Sfera Ebbasta,X CASO (feat. Sfera Ebbasta),0.781,0.464,10.0,-6.88,0.0443,0.334,0.0,0.138,0.322,100.021,215422.0,5474304.0,45416.0,883.0
17377,Sfera Ebbasta,Alleluia (feat. Sfera Ebbasta),0.744,0.579,8.0,-6.698,0.206,0.272,0.0,0.121,0.399,133.105,160052.0,10757373.0,121213.0,2676.0
17378,Sfera Ebbasta,PIOVE (feat. Sfera Ebbasta),0.381,0.627,4.0,-5.446,0.114,0.232,0.0,0.0803,0.458,187.835,155863.0,11208209.0,68311.0,1303.0
17379,Sfera Ebbasta,Hace Calor - Remix,0.889,0.618,5.0,-5.124,0.0627,0.367,0.00438,0.105,0.444,130.021,247385.0,26463974.0,223288.0,4574.0
17380,Sfera Ebbasta,s!r! (feat. Lazza & Sfera Ebbasta),0.669,0.737,6.0,-4.603,0.0527,0.404,0.0,0.182,0.347,149.926,237693.0,22309854.0,214960.0,7923.0
17381,Sfera Ebbasta,Mamma Mia,0.762,0.609,8.0,-5.934,0.0369,0.042,2.78e-06,0.25,0.266,99.971,166796.0,22199764.0,155606.0,2590.0
17382,Sfera Ebbasta,MI FAI IMPAZZIRE,0.477,0.844,11.0,-4.87,0.0458,0.00273,0.0,0.137,0.203,169.941,220235.0,46177598.0,259595.0,5515.0
17383,Sfera Ebbasta,Bang Bang,0.553,0.742,0.0,-5.115,0.0368,0.268,0.0,0.341,0.437,95.021,149893.0,24348223.0,247210.0,7278.0
17384,Sfera Ebbasta,NUOVO RANGE (con SFERA EBBASTA),0.68,0.76,1.0,-4.866,0.0556,0.233,0.0,0.13,0.709,82.54,176773.0,45336261.0,205577.0,3016.0
17385,Dean Lewis,How Do I Say Goodbye,0.4,0.641,8.0,-6.303,0.0674,0.214,0.0,0.0656,0.393,81.552,163603.0,21175707.0,352651.0,9727.0
17386,Dean Lewis,Be Alright,0.551,0.537,11.0,-7.595,0.034,0.705,0.0,0.0802,0.493,126.421,196493.0,230880235.0,2225601.0,42423.0
17388,Dean Lewis,Waves,0.518,0.729,11.0,-7.193,0.0452,0.183,0.0,0.0643,0.343,156.879,240013.0,154981142.0,1304699.0,15942.0
17389,Dean Lewis,Hurtless,0.37,0.559,0.0,-5.589,0.0526,0.186,0.0,0.121,0.316,162.816,180274.0,4252284.0,83007.0,2181.0
17390,Dean Lewis,Lost Without You (with Dean Lewis),0.632,0.574,11.0,-6.247,0.0508,0.272,0.0,0.0948,0.385,117.901,203613.0,17047578.0,215435.0,2590.0
17391,Dean Lewis,Be Alright - Acoustic,0.681,0.341,9.0,-9.016,0.0567,0.864,0.0,0.319,0.431,126.242,197972.0,924691.0,18290.0,545.0
17392,Dean Lewis,Never Really Loved Me (with Dean Lewis),0.618,0.642,1.0,-5.472,0.0447,0.254,0.0,0.126,0.221,118.005,202160.0,4170084.0,70767.0,1795.0
17393,Dean Lewis,How Do I Say Goodbye - Acoustic,0.488,0.283,3.0,-7.427,0.0578,0.914,0.0,0.114,0.356,169.251,164977.0,1082512.0,21601.0,475.0
17394,Dean Lewis,Looks Like Me,0.769,0.724,11.0,-5.12,0.0864,0.548,0.0,0.161,0.464,110.659,190528.0,5427787.0,73450.0,2336.0
17395,Ninho,La vie qu'on mène,0.8,0.756,7.0,-4.4,0.0367,0.687,2.06e-06,0.111,0.456,113.204,193444.0,42042.0,436.0,8.0
17396,Ninho,Jefe,0.648,0.599,7.0,-8.611,0.0799,0.474,6.81e-06,0.121,0.213,120.985,177705.0,1216004.0,25382.0,419.0
17397,Ninho,Jolie (feat. Ninho),0.717,0.686,1.0,-6.388,0.0483,0.141,0.0,0.208,0.653,134.067,159573.0,6756224.0,88893.0,2207.0
17398,Ninho,VVS,0.751,0.61,10.0,-8.368,0.485,0.337,0.0,0.11,0.525,167.983,187027.0,267060.0,2545.0,51.0
17399,Ninho,La Marseillaise,0.853,0.717,10.0,-4.248,0.0376,0.0184,0.0,0.0676,0.911,125.034,197471.0,7288576.0,68903.0,3130.0
17400,Ninho,Goutte d'eau,0.683,0.693,5.0,-6.441,0.127,0.647,0.0,0.121,0.322,137.826,157184.0,85384831.0,599376.0,12685.0
17401,Ninho,Lettre à une femme,0.487,0.398,1.0,-9.901,0.0697,0.835,0.0,0.12,0.905,149.367,157766.0,94674217.0,773822.0,21024.0
17402,Ninho,Putana,0.717,0.774,2.0,-6.927,0.0515,0.313,0.0,0.129,0.511,103.849,184800.0,55814538.0,416978.0,6937.0
17403,Ninho,Vérité,0.721,0.509,6.0,-9.356,0.153,0.423,7.74e-05,0.116,0.317,157.022,199961.0,2389757.0,13062.0,221.0
17404,Ninho,Maman ne le sait pas (feat. Niska),0.755,0.875,7.0,-5.944,0.193,0.399,0.0,0.115,0.393,145.008,203301.0,134725681.0,845955.0,24434.0
17405,Lenny Tavárez,Medallo,0.787,0.7,4.0,-4.598,0.0768,0.568,0.00051,0.663,0.791,90.02,233453.0,291307276.0,1290329.0,12882.0
17406,Lenny Tavárez,Nena Maldición (feat. Lenny Tavárez),0.566,0.531,6.0,-6.635,0.0716,0.192,0.0,0.179,0.367,118.96,227518.0,1170986664.0,6376286.0,250383.0
17407,Lenny Tavárez,Hola - Remix,0.655,0.673,0.0,-5.98,0.308,0.473,0.0,0.0753,0.342,181.891,249520.0,351424.0,5769.0,180.0
17410,Lenny Tavárez,Parce (feat. Justin Quiles),0.691,0.739,5.0,-3.09,0.229,0.422,3.95e-06,0.11,0.884,83.897,248345.0,278437106.0,2014000.0,43367.0
17411,Lenny Tavárez,Ella - Remix,0.747,0.812,3.0,-4.274,0.111,0.341,0.000131,0.174,0.884,180.062,330478.0,142287703.0,664668.0,8572.0
17413,Lenny Tavárez,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",0.743,0.709,3.0,-3.922,0.0879,0.0451,5.18e-06,0.0809,0.831,170.001,258600.0,424978917.0,1778929.0,21820.0
17414,Lenny Tavárez,En Tu Cuerpo - Remix,0.742,0.497,0.0,-9.381,0.0746,0.249,0.00335,0.0993,0.558,156.013,310860.0,338769247.0,1377590.0,23495.0
17415,Maiara & Maraisa,A Culpa É Nossa - Ao Vivo,0.596,0.85,11.0,-4.528,0.0523,0.608,0.0,0.41,0.531,138.057,165000.0,27857282.0,139766.0,3718.0
17416,Maiara & Maraisa,Perfeito Pra Ficar Sozinho - Ao Vivo,0.586,0.734,5.0,-5.048,0.0474,0.708,0.0,0.492,0.572,90.551,170568.0,27857282.0,139766.0,3718.0
17417,Maiara & Maraisa,Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus,0.627,0.949,9.0,-4.16,0.0531,0.0568,0.0,0.645,0.682,146.079,166601.0,27857282.0,139766.0,3718.0
17423,Maiara & Maraisa,Medo Bobo - Ao Vivo,0.599,0.65,9.0,-4.394,0.0263,0.695,0.0,0.969,0.346,91.989,174920.0,27857282.0,139766.0,3718.0
17425,Lost Frequencies,Where Are You Now,0.671,0.636,6.0,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,148197.0,99258427.0,777971.0,7599.0
17426,Lost Frequencies,Back To You,0.679,0.548,0.0,-7.495,0.0298,0.234,0.0,0.189,0.413,115.954,155909.0,875796.0,29044.0,526.0
17427,Lost Frequencies,Are You With Me - Radio Edit,0.763,0.61,5.0,-8.094,0.0355,0.275,2.71e-05,0.12,0.392,121.031,138013.0,873749.0,13992.0,213.0
17428,Lost Frequencies,Questions,0.599,0.713,11.0,-7.008,0.0542,0.405,2.53e-05,0.266,0.518,123.962,177157.0,8156028.0,86137.0,827.0
17429,Lost Frequencies,Reality,0.731,0.639,9.0,-6.597,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08,158474.0,9106432.0,128276.0,1512.0
17430,Lost Frequencies,Rise,0.689,0.612,6.0,-6.014,0.0387,0.228,7.77e-06,0.368,0.461,122.076,193018.0,13123815.0,124450.0,2054.0
17431,Lost Frequencies,Crazy,0.765,0.762,11.0,-5.069,0.123,0.42,8.58e-05,0.104,0.444,114.975,153391.0,112309564.0,646501.0,8515.0
17432,Lost Frequencies,Kesariya - Lost Frequencies Remix,0.64,0.857,9.0,-6.373,0.0375,0.0678,0.0132,0.231,0.0543,125.995,257175.0,88721.0,3592.0,262.0
17433,Lost Frequencies,Love To Go,0.755,0.783,11.0,-6.256,0.176,0.605,0.00663,0.203,0.419,104.022,169354.0,16353731.0,137006.0,1223.0
17434,Lost Frequencies,Chemical High,0.72,0.823,6.0,-6.119,0.036,0.0889,0.0004,0.274,0.782,117.988,158019.0,377697.0,7758.0,208.0
17435,Anne-Marie,2002,0.697,0.683,1.0,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133,186987.0,729409155.0,4972788.0,104097.0
17436,Anne-Marie,PSYCHO,0.62,0.681,9.0,-4.915,0.356,0.0138,0.0,0.0248,0.741,160.743,162493.0,20543123.0,290363.0,4403.0
17437,Anne-Marie,FRIENDS,0.626,0.88,9.0,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079,202621.0,994084110.0,11864322.0,301291.0
17438,Anne-Marie,Rewrite The Stars (with James Arthur & Anne-Marie),0.67,0.743,10.0,-4.993,0.0393,0.237,0.0,0.465,0.571,125.944,218293.0,427470535.0,3443910.0,59030.0
17439,Anne-Marie,I Just Called,0.626,0.849,7.0,-3.662,0.123,0.0732,0.0,0.593,0.898,138.997,150560.0,2115972.0,41185.0,1254.0
17440,Anne-Marie,Our Song,0.572,0.759,2.0,-4.312,0.0506,0.127,0.0,0.224,0.519,80.95,163733.0,43883099.0,1314979.0,50441.0
17441,Anne-Marie,Kiss My (Uh Oh),0.638,0.878,5.0,-3.639,0.0484,0.0151,0.000223,0.308,0.481,103.948,176800.0,23276238.0,522148.0,25738.0
17442,Anne-Marie,"fuck, i'm lonely",0.809,0.547,9.0,-7.305,0.0614,0.452,0.0,0.054,0.718,94.992,198973.0,50540295.0,716981.0,10421.0
17443,Anne-Marie,Her,0.567,0.395,10.0,-5.568,0.0303,0.87,0.0,0.106,0.329,119.849,177569.0,2009251.0,113977.0,3617.0
17444,Anne-Marie,Ciao Adios,0.694,0.853,7.0,-3.986,0.0934,0.136,0.0,0.322,0.501,106.098,199773.0,298523147.0,2486092.0,71130.0
17445,Swae Lee,Sunflower - Spider-Man: Into the Spider-Verse,0.755,0.522,2.0,-4.368,0.0575,0.533,0.0,0.0685,0.925,89.96,157560.0,1977389027.0,13749806.0,331064.0
17446,Swae Lee,Unforgettable,0.726,0.769,6.0,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,233902.0,1497265160.0,7282658.0,160417.0
17447,Swae Lee,Be Like That - feat. Swae Lee & Khalid,0.727,0.626,7.0,-8.415,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406.0,79271685.0,721503.0,12812.0
17448,Swae Lee,Arms Around You (feat. Maluma & Swae Lee),0.703,0.723,9.0,-5.45,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903.0,359479368.0,5084074.0,264383.0
17449,Swae Lee,Hopeless Romantic (feat. Swae Lee),0.877,0.477,9.0,-7.379,0.0587,0.307,0.0,0.0929,0.552,127.023,226743.0,84681480.0,795452.0,13480.0
17450,Swae Lee,Won't Be Late (feat. Drake),0.915,0.588,7.0,-6.302,0.0677,0.0824,0.000169,0.104,0.329,123.936,218710.0,4836385.0,91194.0,1707.0
17451,Swae Lee,Powerglide (feat. Juicy J) - From SR3MM,0.713,0.831,1.0,-4.75,0.15,0.0168,0.0,0.118,0.584,173.948,332301.0,198606112.0,1400692.0,41069.0
17452,Swae Lee,Close To Me,0.572,0.75,1.0,-5.042,0.0604,0.0946,0.0,0.378,0.475,144.081,182627.0,142988256.0,1066177.0,21494.0
17453,Swae Lee,Guatemala - From Swaecation,0.849,0.699,4.0,-5.193,0.0574,0.185,0.00118,0.0954,0.0778,100.989,256341.0,100410744.0,787970.0,17504.0
17454,Swae Lee,In The Dark (with Jhené Aiko),0.686,0.654,6.0,-6.7,0.0936,0.433,0.0,0.108,0.663,98.077,161147.0,4975388.0,136599.0,2518.0
17455,Santa Fe Klan,Debo Entender,0.678,0.457,0.0,-6.854,0.177,0.741,0.0,0.113,0.563,72.156,238420.0,7025857.0,122218.0,1704.0
17456,Santa Fe Klan,Te Ire A Buscar,0.684,0.58,4.0,-7.682,0.133,0.672,0.0,0.135,0.233,89.954,218045.0,416053837.0,2760179.0,32934.0
17457,Santa Fe Klan,Cuidando El Territorio,0.716,0.654,8.0,-6.702,0.279,0.249,0.0,0.127,0.958,180.11,186833.0,140425708.0,1450798.0,30511.0
17458,Santa Fe Klan,Por Mi México,0.782,0.662,1.0,-6.809,0.178,0.0345,0.0,0.216,0.821,80.008,218250.0,90704161.0,793652.0,19033.0
17459,Santa Fe Klan,Así Soy,0.932,0.484,0.0,-6.357,0.324,0.0343,0.0,0.122,0.403,119.94,236069.0,322005810.0,2470430.0,44073.0
17460,Santa Fe Klan,Todo Va Estar Bien,0.611,0.66,4.0,-6.49,0.381,0.734,0.0,0.0636,0.582,137.668,267797.0,126312914.0,1218291.0,13508.0
17461,Santa Fe Klan,Grandes Ligas,0.813,0.875,7.0,-3.768,0.188,0.29,0.0,0.0292,0.74,90.049,240000.0,167759814.0,1827168.0,56423.0
17462,Santa Fe Klan,Sigo Esperando Que Vuelvas (feat. Los Golpes),0.731,0.722,4.0,-5.75,0.271,0.0251,0.0,0.0823,0.52,149.869,196000.0,27402670.0,308562.0,15708.0
17463,Santa Fe Klan,La Que Se Fue,0.835,0.692,11.0,-6.671,0.132,0.0611,0.0,0.0791,0.366,99.965,267707.0,25063122.0,194324.0,2111.0
17465,Kehlani,Nights Like This (feat. Ty Dolla $ign),0.61,0.725,8.0,-5.131,0.15,0.367,0.0,0.154,0.291,146.163,201788.0,52688703.0,535167.0,7957.0
17466,Kehlani,Gangsta,0.465,0.446,10.0,-8.336,0.0433,0.102,0.0,0.321,0.131,121.801,177773.0,389427508.0,3895456.0,60617.0
17467,Kehlani,Toxic,0.653,0.453,7.0,-5.395,0.0351,0.307,0.00101,0.113,0.0405,111.737,168183.0,9771077.0,251302.0,5993.0
17468,Kehlani,Can I,0.574,0.791,1.0,-3.752,0.11,0.419,0.0,0.0982,0.612,119.537,167810.0,3804587.0,123720.0,4490.0
17469,Kehlani,Done for Me (feat. Kehlani),0.856,0.632,6.0,-3.692,0.074,0.193,0.0,0.0688,0.697,112.009,180493.0,120419901.0,1176000.0,29469.0
17470,Kehlani,Good Thing (with Kehlani),0.693,0.564,1.0,-3.857,0.0378,0.399,0.0,0.0409,0.574,185.913,210901.0,75064217.0,1053766.0,15336.0
17471,Kehlani,Honey,0.606,0.24,3.0,-7.102,0.0369,0.772,0.0,0.0819,0.526,96.792,199210.0,10508175.0,243363.0,7513.0
17472,Kehlani,Ring (feat. Kehlani),0.767,0.543,1.0,-7.881,0.103,0.049,0.0,0.115,0.485,106.029,177140.0,232413467.0,2041335.0,75263.0
17473,Kehlani,up at night (feat. justin bieber),0.563,0.756,0.0,-3.852,0.0579,0.196,0.0,0.245,0.234,100.012,182227.0,1291808.0,42543.0,1235.0
17474,Kehlani,Distraction,0.66,0.698,5.0,-6.266,0.0467,0.0266,0.0,0.296,0.396,120.959,235693.0,72596603.0,680161.0,17168.0
